marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,valor
10,2021,4,5,8,0,0,2,489,0,2,0,0,2000,22359
5,2010,12,20,8,0,0,3,452,0,0,0,2000,250,23394
9,2014,4,4,16,1,6,3,68,3,4,0,2000,250,8735
7,2018,4,5,6,0,0,2,31,2,1,0,500,0,3274
10,2019,10,19,16,0,0,3,473,0,0,0,0,500,20105
2,2014,4,8,32,0,0,2,407,2,3,0,2000,0,11137
2,2023,10,13,16,0,0,3,505,3,2,0,0,250,24591
5,2016,8,10,16,0,0,3,502,1,2,0,0,500,17555
7,2015,4,7,16,0,0,3,230,2,1,0,250,0,7234
1,2017,4,8,16,0,0,3,584,1,0,0,0,500,16220
3,2021,10,19,12,1,6,4,72,0,1,0,0,2000,11297
1,2016,12,18,16,0,0,2,532,3,2,0,0,250,22498
10,2012,10,13,16,0,0,2,556,0,2,0,1000,250,23198
5,2021,4,7,8,0,0,3,406,1,0,0,0,500,21028
2,2012,4,6,12,0,0,2,108,1,0,1,1000,250,11049
3,2015,8,15,6,0,0,3,576,1,1,0,0,250,16987
10,2014,6,11,8,0,0,3,405,1,2,0,2000,250,20414
6,2022,10,13,2,0,0,2,199,2,1,0,0,500,7131
3,2010,2,3,2,0,0,2,360,2,4,0,0,500,10140
4,2022,12,16,8,1,4,4,113,1,3,0,0,250,7934
4,2011,2,2,2,0,0,2,595,1,3,0,500,500,14887
4,2013,4,5,12,1,2,1,106,1,2,0,0,250,7498
6,2020,8,12,16,1,6,4,35,1,3,0,0,250,8550
7,2022,12,13,2,0,0,4,131,2,3,0,500,125,5461
9,2012,4,6,2,0,0,2,598,1,2,0,0,250,20267
4,2015,4,6,12,1,2,1,101,1,1,0,0,250,7297
8,2010,6,9,8,0,0,2,449,1,0,0,500,250,20087
4,2020,6,11,16,1,6,4,107,0,4,0,0,500,10838
6,2011,2,4,16,0,0,1,61,2,3,0,0,2000,7499
7,2014,8,8,6,0,0,2,297,2,3,0,1000,0,7966
10,2010,10,16,8,0,0,2,491,0,2,0,2000,250,17555
0,2012,4,5,8,1,2,4,193,1,3,0,500,250,7650
6,2012,6,11,8,1,4,4,79,1,1,0,0,2000,8463
10,2020,8,13,16,0,0,2,557,3,2,0,0,2000,24940
7,2012,2,3,4,0,0,2,184,2,3,0,500,0,4623
6,2012,6,8,12,1,2,3,153,1,2,0,250,1000,8664
2,2015,8,16,32,0,0,3,533,1,4,0,0,250,20293
1,2022,8,12,16,0,0,2,517,3,0,0,0,250,15427
1,2016,12,21,8,0,0,3,445,1,0,0,0,500,16299
2,2011,6,12,2,0,0,3,377,1,1,1,500,250,14626
7,2020,8,16,16,0,0,1,193,2,1,0,0,250,6959
6,2018,6,9,8,0,0,3,462,1,0,0,0,500,17722
7,2019,8,10,6,0,0,1,133,2,3,0,250,0,5383
0,2022,4,7,8,0,0,3,429,1,2,0,0,1000,19538
7,2017,8,16,4,0,0,2,86,2,1,0,250,0,4312
7,2012,6,12,6,0,0,4,177,2,1,0,0,250,6691
2,2020,10,11,2,0,0,4,127,2,3,0,250,0,5921
8,2019,6,6,8,0,0,2,479,1,0,0,0,500,17597
2,2016,10,12,6,0,0,3,293,2,3,0,0,1000,10710
10,2012,6,8,16,0,0,3,556,0,0,0,250,250,17835
6,2015,8,13,2,0,0,2,87,1,1,1,0,1000,9728
5,2023,12,17,16,0,0,3,587,3,0,0,0,250,20673
4,2023,4,5,12,1,2,4,51,1,4,0,0,1000,8027
9,2020,6,11,6,0,0,2,536,1,3,0,0,2000,15139
6,2017,8,8,6,0,0,3,380,1,0,1,0,250,13779
10,2020,12,17,8,0,0,2,437,3,0,0,0,1000,22145
2,2016,10,19,8,0,0,3,519,1,1,0,0,500,15686
2,2023,8,15,16,0,0,2,445,1,0,0,0,500,23063
10,2017,6,11,8,0,0,2,567,3,2,0,0,2000,19438
1,2010,6,10,8,0,0,3,455,1,2,0,2000,250,14576
5,2017,12,17,16,0,0,2,472,1,2,0,0,500,21468
10,2016,8,8,16,0,0,2,412,1,0,0,0,500,18229
4,2014,8,13,16,0,0,2,501,1,4,0,0,2000,15941
3,2021,6,9,12,1,6,4,148,1,3,0,0,1000,10325
9,2010,4,5,16,0,0,2,548,3,0,1,0,2000,16349
6,2010,12,21,16,1,6,4,173,0,2,0,250,2000,24947
2,2022,12,16,4,0,0,1,492,2,1,0,0,250,11076
5,2023,4,6,8,0,0,2,567,1,0,0,0,2000,16984
4,2010,2,3,2,0,0,2,600,1,1,0,1000,1000,18022
0,2022,10,16,16,0,0,2,457,1,0,0,0,250,20535
2,2023,4,8,16,0,0,2,463,1,2,0,0,250,17477
10,2022,8,13,16,0,0,2,581,0,0,0,0,1000,19328
7,2021,4,8,32,0,0,4,172,2,1,0,250,0,6869
4,2023,12,23,12,1,8,4,199,3,4,0,0,250,12909
10,2010,12,17,16,0,0,2,524,1,0,0,500,250,23026
9,2013,6,9,8,0,0,2,495,1,2,0,1000,250,14590
10,2022,4,6,16,0,0,3,481,0,0,0,0,250,24944
10,2015,10,14,8,0,0,3,579,0,0,0,0,250,22760
4,2020,10,19,16,1,6,4,128,0,1,0,0,500,11989
8,2012,12,15,16,1,6,3,40,3,0,0,500,125,16171
3,2022,10,12,12,1,2,4,131,1,4,0,0,250,8876
10,2018,6,11,16,0,0,2,534,3,2,0,0,2000,23117
2,2023,4,7,8,0,0,3,416,3,1,1,0,250,16661
4,2021,12,18,12,1,6,4,111,0,4,0,0,500,11964
3,2021,6,9,16,0,0,3,553,1,1,1,0,2000,22491
1,2011,6,7,16,0,0,2,506,3,0,0,500,250,19659
7,2021,8,16,8,0,0,3,176,2,1,0,1000,0,6624
4,2011,4,4,4,0,0,2,583,1,2,0,2000,500,17308
0,2020,12,17,12,1,4,4,94,1,2,0,0,1000,10934
0,2015,4,6,16,0,0,2,404,1,1,1,0,1000,15536
1,2017,10,13,8,0,0,3,550,0,0,0,0,1000,22086
7,2016,6,9,6,0,0,2,270,2,3,0,1000,0,7066
5,2023,12,24,16,0,0,2,547,1,2,0,0,250,25632
6,2018,10,10,64,0,0,3,561,1,1,0,0,500,17979
2,2012,8,13,8,0,0,2,536,3,0,0,250,250,21060
4,2020,12,15,8,0,0,2,600,1,3,0,0,250,19738
6,2012,2,3,16,0,0,2,227,1,1,1,2000,250,11890
5,2018,8,15,8,0,0,3,473,3,0,0,0,1000,18159
0,2017,6,11,12,1,4,4,32,1,1,0,0,1000,7279
2,2014,10,16,2,0,0,2,574,1,1,0,250,125,16205
7,2022,12,19,32,0,0,3,97,2,1,0,1000,1000,6875
1,2013,10,10,16,0,0,2,589,0,2,0,0,250,20547
7,2016,8,14,8,0,0,4,222,2,3,0,250,0,6973
6,2011,6,11,6,0,0,2,73,1,0,1,2000,250,7641
0,2015,8,16,12,1,4,3,194,1,3,0,0,1000,8803
2,2010,6,12,4,0,0,2,387,2,3,0,1000,0,10411
8,2017,4,7,8,0,0,2,519,1,2,0,0,1000,22321
8,2012,12,16,16,1,6,1,169,3,0,0,2000,500,16456
8,2013,10,15,32,1,6,3,92,1,0,0,2000,250,20250
5,2017,4,5,8,0,0,2,449,1,0,0,0,2000,14888
0,2016,10,20,12,0,0,2,545,1,4,0,0,2000,17529
6,2013,12,14,16,1,4,1,187,1,1,0,0,500,11025
2,2010,6,11,8,0,0,2,517,3,1,1,1000,250,16334
6,2013,4,8,8,0,0,2,595,3,2,0,1000,250,24521
10,2015,8,10,8,0,0,2,509,0,0,0,0,250,24613
1,2012,4,4,8,0,0,2,473,0,0,0,1000,250,16626
8,2014,12,24,8,0,0,3,455,1,0,0,0,2000,21639
10,2011,6,10,8,0,0,3,409,0,2,0,0,2000,22897
9,2010,10,13,16,1,4,4,153,1,3,0,1000,2000,11690
9,2014,10,15,12,1,4,1,117,1,2,0,500,250,8866
6,2010,6,12,12,0,0,3,354,2,3,0,500,0,10493
4,2010,4,5,12,0,0,3,537,1,4,0,2000,1000,18227
1,2020,6,7,8,0,0,2,576,3,0,0,0,250,19340
2,2016,8,15,4,0,0,3,211,1,1,1,0,2000,13810
6,2014,10,19,12,0,0,3,138,2,3,0,1000,0,5347
1,2012,8,10,16,0,0,2,480,0,2,0,250,250,15436
6,2012,4,6,6,0,0,3,264,2,4,0,250,0,9512
2,2015,12,23,8,0,0,3,466,0,0,1,0,2000,20706
7,2010,4,6,6,0,0,4,97,2,3,0,0,1000,4259
9,2016,10,14,12,0,0,3,567,1,4,0,0,250,18637
7,2011,2,3,16,0,0,2,110,2,1,0,0,500,5611
2,2013,12,12,8,0,0,3,452,1,2,0,0,250,16032
7,2012,2,4,4,0,0,2,194,2,3,0,0,500,6007
1,2019,6,12,16,0,0,2,449,3,2,0,0,250,20338
9,2020,8,16,16,1,6,4,33,0,4,0,0,250,9708
3,2016,8,13,2,0,0,1,84,2,1,0,1000,0,4299
6,2013,6,9,16,0,0,3,585,1,0,0,500,250,19741
9,2014,10,13,2,0,0,4,473,2,2,0,250,0,12093
1,2014,12,12,8,0,0,2,522,1,2,0,0,2000,24477
2,2022,12,23,16,0,0,1,228,2,3,0,0,2000,10198
2,2022,12,18,2,0,0,2,428,2,1,0,500,2000,11165
10,2013,8,12,8,0,0,2,482,3,0,0,0,500,17915
4,2014,4,4,12,1,4,3,68,1,2,0,0,1000,7155
7,2016,4,8,32,0,0,3,161,2,1,0,500,0,6394
10,2018,4,4,16,0,0,3,455,3,2,0,0,250,21477
1,2011,8,15,8,0,0,3,487,3,0,0,500,250,24985
7,2014,8,8,16,0,0,4,79,2,1,0,250,0,4963
3,2011,2,4,12,1,2,4,33,1,3,0,2000,500,6212
6,2015,8,15,6,0,0,2,534,1,3,0,0,250,17410
4,2018,4,5,12,1,4,4,58,1,4,0,0,250,6280
6,2023,6,7,2,0,0,3,68,2,1,0,0,500,5205
9,2010,6,8,12,0,0,2,171,1,1,1,0,500,8863
5,2014,6,6,8,0,0,3,438,0,0,0,0,2000,18000
1,2022,6,7,16,0,0,2,587,0,0,0,0,250,21268
5,2016,8,12,16,0,0,3,524,1,2,0,0,1000,15693
4,2019,8,11,12,1,4,4,117,1,1,0,0,500,9081
3,2010,4,4,8,0,0,4,520,2,4,0,2000,0,12725
1,2012,4,6,8,0,0,2,437,3,0,0,2000,250,20195
8,2016,10,13,32,1,6,2,179,3,2,0,0,1000,23378
8,2016,8,10,16,0,0,2,506,1,2,0,0,1000,15389
2,2020,8,10,64,0,0,3,535,1,3,0,0,500,15680
2,2016,8,9,2,0,0,1,551,2,4,0,1000,0,13791
6,2018,8,13,32,0,0,1,154,2,2,0,500,0,8018
6,2014,4,4,8,1,4,1,173,1,4,0,500,2000,8969
3,2010,10,13,16,0,0,2,475,1,0,0,500,250,16014
0,2017,12,12,16,0,0,2,426,3,0,0,0,1000,22029
1,2019,10,16,16,0,0,2,465,0,2,0,0,250,21865
8,2021,8,13,16,0,0,2,433,0,0,0,0,500,18192
6,2020,4,4,12,0,0,3,195,2,3,0,0,250,6298
6,2021,8,10,64,0,0,3,547,2,3,0,0,2000,16255
1,2017,4,8,16,0,0,3,430,3,0,0,0,2000,18431
10,2013,8,12,16,0,0,2,409,0,2,0,2000,250,20976
5,2017,12,21,8,0,0,2,524,1,2,0,0,500,19930
4,2020,4,4,8,1,2,4,143,1,2,0,0,500,8548
9,2022,12,14,12,0,0,3,564,1,1,0,0,250,17987
9,2023,12,22,8,0,0,2,440,1,0,1,0,500,14981
10,2021,8,13,8,0,0,2,527,3,2,0,0,250,19859
2,2023,10,11,6,0,0,1,395,2,3,0,0,2000,12954
7,2011,6,9,2,0,0,1,192,2,1,0,500,0,5730
9,2023,10,10,16,0,0,2,67,1,0,1,0,1000,9629
4,2011,6,11,12,1,2,4,43,1,3,0,0,1000,6552
8,2012,4,8,8,0,0,3,592,3,0,0,250,250,17288
4,2017,4,8,12,1,4,4,163,1,3,0,0,250,9613
8,2014,6,7,16,1,6,2,145,0,2,0,2000,125,12927
2,2013,10,10,8,0,0,3,456,0,2,0,1000,250,15944
4,2017,10,19,8,1,4,4,88,1,1,0,0,2000,9782
2,2019,12,16,6,0,0,3,340,2,1,0,0,2000,12349
4,2022,8,13,12,1,4,4,49,1,2,0,0,250,7752
1,2011,4,5,16,0,0,3,523,3,0,0,0,250,24560
0,2016,6,7,8,0,0,3,217,2,4,0,0,1000,8805
3,2022,10,10,6,0,0,3,581,2,3,0,1000,250,12355
4,2018,6,7,8,1,2,1,176,1,2,0,0,1000,10207
7,2021,10,12,2,0,0,1,168,2,1,0,500,0,5396
3,2016,8,12,4,0,0,3,556,1,1,0,0,250,19367
6,2017,4,4,16,0,0,3,575,1,4,0,0,1000,17699
1,2012,6,6,8,0,0,3,594,1,0,0,250,250,19431
6,2016,8,11,16,1,6,3,85,3,2,0,0,500,11048
0,2015,8,11,16,0,0,3,535,1,4,0,0,250,17597
1,2010,8,10,16,0,0,3,588,0,0,0,500,250,23155
9,2017,10,17,16,1,6,4,115,1,2,0,0,1000,20848
5,2018,4,6,8,0,0,2,571,0,0,0,0,250,26152
10,2023,12,23,8,0,0,3,429,3,2,0,0,250,21901
2,2022,12,19,16,0,0,2,480,3,0,1,0,500,24851
7,2017,4,7,16,0,0,4,66,2,3,0,250,0,4497
5,2010,10,20,8,0,0,3,494,1,2,0,2000,250,20499
8,2022,10,12,16,1,8,4,194,1,2,0,0,500,18382
10,2019,10,19,16,0,0,2,575,0,0,0,0,250,18574
1,2014,6,12,16,0,0,3,588,3,0,0,500,250,25416
1,2012,12,23,8,0,0,2,422,3,2,0,500,250,20212
10,2020,12,14,8,0,0,3,576,0,2,0,0,500,21541
6,2022,12,17,12,1,2,4,186,1,3,0,0,250,9531
6,2011,4,4,8,1,2,2,34,1,2,0,2000,250,6209
0,2016,10,11,32,0,0,3,510,1,3,0,0,1000,15363
5,2013,12,16,8,0,0,3,469,3,2,0,1000,250,15741
9,2010,2,3,8,1,2,1,117,1,2,0,0,2000,8247
9,2016,4,7,16,0,0,2,427,2,3,0,0,250,10146
4,2023,10,15,12,1,2,4,138,1,1,0,0,250,9271
7,2021,6,10,64,0,0,2,179,2,1,0,1000,0,7351
0,2016,6,12,32,1,6,4,116,0,0,0,0,250,16576
10,2018,4,4,8,0,0,3,586,1,2,0,0,250,19781
4,2022,10,17,6,0,0,3,528,1,1,0,0,2000,19788
2,2016,10,19,8,0,0,1,438,2,3,0,0,500,10761
1,2021,8,14,16,0,0,2,558,1,2,0,0,1000,20311
9,2017,8,11,4,0,0,2,548,2,3,0,0,2000,11907
9,2023,10,15,16,0,0,2,560,1,4,0,0,2000,17863
0,2023,8,15,12,0,0,3,475,1,1,1,0,250,15569
8,2021,6,12,8,0,0,2,475,3,2,0,0,2000,22639
9,2013,2,3,8,0,0,4,97,2,3,0,500,0,4214
5,2016,12,24,16,0,0,2,508,3,2,0,0,500,25584
0,2020,12,24,2,0,0,2,466,1,1,1,0,1000,17176
4,2021,10,15,64,0,0,3,534,1,1,0,0,1000,17682
4,2014,8,16,16,1,4,3,54,1,4,0,250,125,9016
3,2011,6,8,8,0,0,3,570,1,0,1,1000,250,22523
7,2022,4,5,16,0,0,1,56,2,3,0,500,500,4181
7,2020,12,22,16,0,0,3,130,2,1,0,1000,0,6255
6,2012,6,10,12,1,2,4,190,1,2,0,2000,2000,10720
10,2014,8,13,16,0,0,2,548,0,2,0,500,250,19083
0,2010,2,2,12,0,0,3,538,1,1,1,500,250,14381
7,2013,6,7,8,0,0,4,227,2,3,0,0,1000,6911
1,2012,4,5,8,0,0,3,428,1,2,0,250,250,19746
7,2016,8,12,32,0,0,4,78,2,1,0,0,500,5034
4,2022,12,19,8,1,2,4,162,1,4,0,0,500,9096
8,2014,4,8,16,0,0,3,502,0,2,0,1000,250,15982
4,2023,10,10,8,1,4,4,42,1,2,0,0,500,8325
0,2012,6,6,8,0,0,3,590,3,2,0,1000,250,21503
10,2010,10,19,8,0,0,3,588,3,0,0,0,1000,26036
0,2020,6,12,12,1,4,4,196,1,4,0,0,2000,10288
10,2021,12,16,8,0,0,3,423,0,2,0,0,1000,17462
5,2022,12,16,16,0,0,2,463,0,0,0,0,2000,17637
10,2013,6,12,8,0,0,2,466,3,0,0,500,250,23006
4,2012,12,14,16,1,6,3,193,1,4,0,250,500,11306
9,2018,8,13,16,0,0,2,484,0,0,0,0,1000,25647
5,2020,6,9,16,0,0,3,562,3,2,0,0,1000,24574
6,2012,4,6,12,1,2,1,32,1,1,0,2000,2000,8140
9,2011,2,3,2,0,0,1,383,2,3,0,250,0,10909
5,2011,6,9,8,0,0,2,475,0,2,0,0,250,15885
5,2016,10,16,8,0,0,2,449,0,0,0,0,500,21878
3,2020,12,17,12,1,4,4,112,1,4,0,0,500,8357
8,2011,10,17,16,1,6,4,109,3,0,0,0,1000,20932
4,2016,4,5,12,1,4,3,118,1,2,0,0,2000,8066
4,2021,8,8,16,0,0,3,543,1,4,0,0,500,16938
1,2023,8,8,8,0,0,2,431,3,2,0,0,250,22701
1,2015,8,9,16,0,0,3,457,0,2,0,0,500,18025
4,2013,4,7,6,0,0,2,592,1,3,0,250,1000,18488
6,2015,4,8,8,0,0,3,220,1,0,1,0,250,12560
5,2015,12,17,16,0,0,2,463,3,0,0,0,250,21037
2,2013,10,12,8,0,0,3,447,3,2,0,2000,250,19214
2,2017,6,7,16,0,0,2,93,1,0,1,0,500,9036
3,2010,10,18,16,1,4,2,182,1,1,0,2000,500,11977
6,2020,12,19,32,1,6,4,48,3,0,0,0,500,12801
2,2022,10,10,8,0,0,3,590,3,2,0,0,250,20569
1,2011,4,8,8,0,0,3,505,0,0,0,2000,250,17003
4,2017,6,6,16,1,6,4,200,3,3,0,0,2000,12891
8,2017,4,7,8,0,0,2,412,1,0,0,0,2000,20941
6,2018,6,10,32,0,0,3,582,1,3,0,0,250,16372
6,2016,4,6,8,1,2,2,144,1,3,0,0,2000,8547
3,2013,6,9,8,0,0,3,100,2,1,0,0,500,4394
0,2019,6,8,16,0,0,2,418,0,2,0,0,2000,19878
8,2021,12,23,16,1,6,4,149,0,2,0,0,2000,23963
5,2018,12,18,8,0,0,2,531,3,2,0,0,500,21914
7,2012,6,8,2,0,0,4,239,2,1,0,250,0,6651
0,2017,10,15,16,0,0,4,448,2,1,0,250,0,10902
4,2010,4,8,12,1,2,4,114,1,3,0,0,250,6900
1,2015,12,14,16,0,0,3,458,0,2,0,0,1000,24719
1,2019,10,12,8,0,0,2,482,1,2,0,0,1000,23538
1,2020,12,17,16,0,0,2,533,1,2,0,0,1000,18375
3,2018,6,7,8,1,4,3,200,1,4,0,0,250,9635
3,2018,8,10,64,0,0,2,265,2,1,0,1000,0,8914
0,2010,2,3,8,1,4,2,146,1,4,0,1000,125,7488
5,2020,8,12,8,0,0,2,563,3,0,0,0,2000,17933
4,2015,4,6,2,0,0,3,545,1,2,0,0,500,18488
6,2023,12,17,6,0,0,1,293,2,3,0,500,2000,9066
1,2017,8,10,8,0,0,2,578,1,0,0,0,2000,24252
8,2013,4,8,8,0,0,3,570,0,2,0,500,250,24025
2,2022,4,4,16,0,0,2,477,1,2,0,0,250,14625
3,2012,2,2,4,0,0,2,568,1,1,0,500,500,18096
3,2016,4,5,32,1,6,4,105,1,0,0,0,250,22675
3,2012,6,6,8,1,4,2,60,1,2,0,250,125,7122
3,2021,6,9,8,0,0,3,420,3,1,1,0,500,22280
3,2022,10,13,16,1,12,4,37,3,0,0,0,1000,13015
2,2012,4,8,8,0,0,1,563,2,4,0,1000,0,14166
3,2016,12,24,16,0,0,3,521,0,2,0,0,500,23102
0,2016,10,16,2,0,0,4,38,2,4,0,0,250,6713
6,2011,8,12,16,1,4,3,57,3,3,0,250,125,8382
10,2022,4,7,8,0,0,3,446,0,2,0,0,2000,24511
7,2022,10,19,64,0,0,4,281,2,1,0,500,500,10418
6,2011,4,5,4,0,0,4,260,2,3,0,0,250,8823
0,2015,4,4,4,0,0,4,594,2,1,0,250,0,12134
0,2010,4,5,32,1,6,4,102,3,2,0,0,250,14177
8,2013,12,15,8,0,0,2,529,3,0,0,2000,250,25039
9,2010,10,14,16,1,6,4,152,3,2,0,0,250,24350
6,2022,8,13,16,0,0,2,508,1,3,0,0,500,14315
6,2016,10,17,12,1,6,3,115,3,3,0,0,500,10074
1,2021,10,11,16,0,0,2,483,3,0,0,0,2000,18208
8,2018,8,12,32,1,6,3,162,1,2,0,0,250,13934
0,2022,10,16,12,1,2,4,83,1,1,0,0,1000,8351
1,2013,6,6,8,0,0,3,555,1,0,0,1000,250,25163
10,2015,4,4,8,0,0,2,446,0,2,0,0,1000,24151
2,2017,6,12,16,0,0,3,583,2,4,0,2000,0,13695
1,2014,6,11,8,0,0,2,482,0,2,0,0,250,23288
8,2018,6,8,32,1,6,3,173,3,2,0,0,250,19818
0,2017,10,15,16,1,6,3,141,3,4,0,0,1000,11069
7,2020,6,7,6,0,0,1,66,2,3,0,250,0,3551
7,2011,4,5,4,0,0,4,43,2,3,0,2000,0,3939
8,2023,4,5,16,0,0,2,540,0,0,0,0,250,16215
8,2020,12,20,16,1,6,4,94,0,2,0,0,500,16073
6,2014,6,6,2,0,0,1,388,2,2,0,500,0,10986
10,2010,6,10,8,0,0,3,542,1,0,0,0,1000,15645
8,2018,10,15,16,1,6,1,159,1,2,0,0,250,23341
9,2010,8,8,12,1,4,1,169,3,1,0,250,250,11828
7,2020,12,22,64,0,0,3,226,2,3,0,500,0,9597
1,2010,6,6,8,0,0,2,536,0,2,0,1000,250,21037
2,2023,10,10,8,0,0,2,577,1,1,1,0,1000,22488
0,2013,2,3,12,1,4,4,161,1,4,0,1000,2000,9986
3,2023,8,13,64,0,0,2,582,1,3,0,0,500,18330
0,2011,2,2,8,1,4,2,156,1,4,0,500,2000,9131
4,2023,6,11,8,1,4,4,143,1,2,0,0,250,8963
1,2011,4,5,8,0,0,3,492,0,2,0,500,250,20144
1,2015,8,12,16,0,0,2,580,0,0,0,0,2000,22693
7,2012,4,4,4,0,0,3,293,2,1,0,0,500,7087
5,2010,10,14,16,0,0,3,466,3,2,0,0,500,16783
8,2014,6,8,16,1,6,3,46,3,2,0,2000,2000,13285
5,2013,6,9,8,0,0,2,475,3,0,0,0,1000,16579
1,2017,4,7,8,0,0,3,475,3,2,0,0,2000,20070
2,2010,2,2,12,0,0,2,539,1,2,0,0,250,14259
1,2010,10,13,8,0,0,2,428,1,2,0,0,1000,18650
3,2018,8,10,16,1,6,3,177,0,1,0,0,1000,11756
4,2022,10,16,12,1,4,4,38,1,4,0,0,2000,9214
9,2012,12,17,16,0,0,2,529,0,2,0,500,250,20179
9,2014,4,8,2,0,0,2,577,1,4,0,0,2000,15439
8,2015,10,13,16,1,6,2,102,0,0,0,0,500,14891
2,2018,10,18,8,0,0,3,589,1,3,0,0,500,20363
2,2016,4,6,16,0,0,3,474,0,0,1,0,500,15087
9,2018,6,7,16,0,0,3,552,1,1,0,0,2000,17290
0,2014,8,14,4,0,0,4,472,2,2,0,2000,0,13068
3,2011,6,8,12,1,6,3,192,3,2,0,500,250,12557
3,2020,10,18,2,0,0,3,337,1,0,1,0,2000,12501
5,2013,10,18,16,0,0,2,426,3,0,0,1000,250,15573
1,2018,12,15,16,0,0,2,451,3,0,0,0,250,20703
10,2010,12,15,16,0,0,3,526,0,2,0,500,250,25046
6,2013,8,13,12,1,6,2,31,0,4,0,0,2000,9784
2,2023,8,16,64,0,0,3,576,1,2,0,0,500,22505
4,2023,10,20,16,0,0,3,527,1,4,0,0,2000,17865
7,2010,4,6,2,0,0,2,132,2,3,0,2000,0,4259
4,2016,8,10,6,0,0,2,586,1,2,0,0,500,15633
0,2016,6,9,8,0,0,3,467,3,0,0,0,250,23681
0,2018,10,16,8,0,0,3,94,2,3,0,1000,0,5263
10,2023,10,18,8,0,0,2,451,1,2,0,0,1000,21548
3,2013,8,10,16,0,0,2,510,1,0,1,0,2000,23006
5,2015,4,8,16,0,0,2,463,3,2,0,0,2000,24143
9,2018,6,7,8,1,4,3,77,1,4,0,0,250,7818
8,2017,12,16,16,1,6,2,113,1,0,0,0,2000,17998
3,2011,2,3,12,0,0,3,598,2,1,0,0,500,11447
4,2020,8,12,16,1,4,4,67,0,4,0,0,250,10010
5,2019,6,11,16,0,0,2,563,0,0,0,0,1000,23987
6,2017,4,8,16,1,6,4,91,1,1,0,0,250,9078
7,2010,4,6,6,0,0,3,281,2,3,0,500,0,7162
0,2015,8,12,32,1,6,2,136,3,2,0,0,2000,15374
2,2023,12,19,12,0,0,3,296,1,0,1,0,250,14581
0,2020,8,14,4,0,0,3,433,1,1,1,0,2000,16783
3,2010,12,15,32,1,6,1,159,0,0,0,250,125,21745
3,2015,10,17,8,1,4,2,94,1,1,0,0,1000,8140
2,2011,2,4,2,0,0,3,417,2,3,0,1000,0,10622
0,2020,6,7,12,1,2,4,53,1,1,0,0,500,7614
10,2016,12,23,8,0,0,2,479,3,0,0,0,500,17896
6,2016,4,7,12,0,0,3,539,1,0,1,0,2000,18244
0,2015,6,11,6,0,0,3,528,1,2,0,0,250,16329
1,2015,4,5,8,0,0,2,444,1,0,0,0,250,18146
1,2019,6,12,8,0,0,2,570,1,0,0,0,250,20954
8,2018,8,9,16,1,6,3,117,0,0,0,0,2000,13863
7,2021,12,24,8,0,0,2,168,2,3,0,250,0,7418
2,2013,4,8,16,0,0,4,173,2,2,0,2000,0,8297
7,2020,4,4,32,0,0,4,220,2,3,0,0,1000,6563
2,2015,10,16,4,0,0,2,185,2,3,0,500,0,8494
1,2020,8,8,16,0,0,2,536,0,0,0,0,500,22541
6,2011,6,6,32,1,6,4,200,3,0,0,1000,500,24575
6,2016,4,5,12,1,4,3,58,1,3,0,0,250,7128
3,2014,6,8,8,0,0,3,348,1,0,1,500,250,11323
4,2016,4,4,16,1,6,2,73,3,3,0,0,250,8236
10,2023,6,11,16,0,0,2,526,1,2,0,0,250,23931
9,2022,10,16,6,0,0,2,425,1,0,1,0,2000,14321
7,2010,6,9,2,0,0,4,77,2,1,0,2000,0,4250
2,2012,4,7,16,0,0,3,512,1,0,1,2000,250,24157
10,2012,8,16,8,0,0,2,427,1,2,0,2000,250,21076
7,2022,4,4,12,0,0,2,120,2,1,0,250,250,4349
3,2019,10,18,8,0,0,2,576,0,0,0,0,250,24458
10,2010,4,6,16,0,0,2,536,1,0,0,2000,250,25419
2,2017,6,12,8,0,0,2,405,2,3,0,250,0,8818
1,2011,4,8,8,0,0,3,424,0,2,0,1000,250,15301
2,2023,8,14,8,0,0,2,597,1,0,0,0,1000,20232
7,2022,4,6,4,0,0,4,200,2,3,0,0,250,6573
7,2016,6,10,8,0,0,3,34,2,3,0,0,500,4413
10,2023,12,12,16,0,0,3,518,0,2,0,0,250,16245
4,2012,10,15,12,1,4,4,64,1,4,0,250,1000,9915
0,2011,8,14,12,1,6,1,51,0,3,0,0,2000,10533
3,2017,4,8,8,1,4,3,118,1,2,0,0,250,8903
6,2012,2,4,8,1,4,4,81,1,4,0,250,1000,7479
10,2012,8,9,16,0,0,2,453,3,2,0,2000,250,18094
3,2020,12,22,12,1,6,4,125,1,4,0,0,2000,11468
2,2014,6,9,4,0,0,4,146,2,3,0,1000,0,5601
3,2019,4,4,64,0,0,2,553,1,1,0,0,1000,18440
1,2011,10,13,8,0,0,3,492,0,0,0,2000,250,20282
4,2013,4,5,6,0,0,3,588,1,4,0,1000,125,18115
3,2015,6,8,8,0,0,2,495,2,1,0,500,0,10880
2,2020,12,22,12,0,0,3,287,2,1,0,1000,0,8254
6,2023,6,7,4,0,0,2,418,1,1,1,0,500,13701
6,2022,6,8,8,0,0,2,598,3,2,0,0,250,23717
