marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
positivo,2018,6,6,12,não,0,3,271,HD,TN,não,1000,0,entrada
positivo,2013,4,5,16,não,0,3,144,HD,TN,não,1000,0,entrada
asus,2012,6,12,8,não,0,2,451,FULLHD,IPS,sim,500,250,premium
lenovo,2022,10,17,8,sim,2,4,198,FULLHD,IPS,não,0,500,jogos_entrada
xiaomi,2016,12,22,8,não,0,3,524,FULLHD,AMOLED,não,0,500,premium
acer,2017,10,17,4,não,0,2,179,FULLHD,IPS,sim,0,500,2em1
acer,2015,10,20,2,não,0,3,537,FULLHD,VA,não,0,250,ultraportatil
acer,2012,2,4,2,não,0,4,244,HD,IPS,não,250,0,intermediario
huawei,2012,8,16,16,não,0,2,468,4K,AMOLED,não,2000,250,premium
razer,2022,4,6,32,sim,8,4,117,QUADHD,OLED,não,0,1000,jogos_premium
positivo,2018,10,20,8,não,0,3,290,HD,TN,não,1000,0,entrada
lenovo,2020,6,6,32,sim,6,4,147,4K,OLED,não,0,250,jogos_premium
lenovo,2023,12,19,2,não,0,3,300,FULLHD,AMOLED,sim,0,250,2em1
hp,2021,12,18,12,sim,4,4,142,QUADHD,TN,não,0,250,jogos_intermediarios
xiaomi,2013,10,14,16,não,0,3,476,FULLHD,AMOLED,não,500,250,premium
positivo,2023,10,14,6,não,0,3,286,HD,IPS,não,500,125,entrada
razer,2015,6,8,16,não,0,3,556,FULLHD,AMOLED,não,0,250,premium
hp,2012,6,10,2,não,0,2,512,FULLHD,VA,não,500,125,ultraportatil
dell,2019,4,7,12,sim,4,4,161,QUADHD,IPS,não,0,250,jogos_intermediarios
positivo,2012,2,2,2,não,0,1,285,HD,TN,não,1000,0,entrada
huawei,2011,6,9,8,não,0,3,439,FULLHD,AMOLED,não,1000,250,premium
apple,2011,12,21,16,não,0,2,506,FULLHD,AMOLED,não,250,250,premium
asus,2020,4,4,12,não,0,3,539,FULLHD,TN,não,0,500,ultraportatil
razer,2016,10,11,8,não,0,2,590,4K,OLED,não,0,250,premium
acer,2011,2,2,12,não,0,3,533,FULLHD,OLED,não,2000,125,ultraportatil
positivo,2023,6,11,32,não,0,2,182,HD,IPS,não,1000,2000,entrada
dell,2019,8,9,32,sim,6,4,166,4K,OLED,não,0,2000,jogos_premium
acer,2015,4,6,8,não,0,1,454,HD,OLED,não,1000,0,intermediario
xiaomi,2017,6,10,8,não,0,3,595,QUADHD,AMOLED,não,0,2000,premium
acer,2023,6,7,12,sim,2,4,116,FULLHD,VA,não,0,500,jogos_entrada
xiaomi,2018,6,12,8,não,0,3,432,QUADHD,OLED,não,0,500,premium
samsung,2015,12,18,12,sim,6,3,157,FULLHD,VA,não,0,500,jogos_intermediarios
razer,2012,6,11,16,não,0,2,405,FULLHD,AMOLED,não,250,250,premium
razer,2023,10,16,16,sim,6,4,59,FULLHD,AMOLED,não,0,250,jogos_premium
razer,2022,4,4,8,não,0,3,587,QUADHD,AMOLED,não,0,2000,premium
asus,2021,12,24,16,não,0,3,60,HD,TN,não,0,500,entrada
positivo,2020,12,15,12,não,0,2,35,HD,IPS,não,500,0,entrada
samsung,2016,4,7,8,não,0,2,571,FULLHD,VA,não,0,2000,ultraportatil
lenovo,2021,8,8,12,não,0,2,346,FULLHD,AMOLED,sim,0,2000,2em1
apple,2014,8,9,8,não,0,2,476,4K,OLED,não,250,250,premium
xiaomi,2022,4,5,16,não,0,2,579,FULLHD,AMOLED,não,0,2000,premium
apple,2011,4,4,8,não,0,3,403,FULLHD,OLED,não,0,250,premium
hp,2018,6,9,8,sim,4,2,186,FULLHD,VA,não,0,250,jogos_entrada
samsung,2011,2,2,8,sim,2,1,124,FULLHD,VA,não,2000,2000,jogos_entrada
lenovo,2017,6,6,64,não,0,2,442,HD,TN,não,0,1000,entrada
xiaomi,2010,6,9,16,não,0,2,532,FULLHD,OLED,não,2000,250,premium
samsung,2018,6,6,12,sim,4,3,109,FULLHD,TN,não,0,1000,jogos_entrada
samsung,2020,4,4,12,sim,4,4,48,FULLHD,VA,não,0,250,jogos_intermediarios
acer,2012,10,13,12,sim,4,1,66,4K,TN,não,1000,2000,jogos_intermediarios
acer,2010,6,8,16,sim,6,1,51,QUADHD,AMOLED,não,2000,500,jogos_premium
hp,2023,12,18,6,não,0,3,583,FULLHD,OLED,não,0,250,ultraportatil
dell,2013,2,2,6,não,0,2,219,HD,IPS,não,500,0,intermediario
razer,2023,4,6,16,sim,8,4,104,QUADHD,AMOLED,não,0,250,jogos_premium
acer,2016,10,11,12,sim,2,4,41,FULLHD,TN,não,0,500,jogos_entrada
huawei,2018,8,12,8,não,0,2,444,FULLHD,OLED,não,0,250,premium
asus,2015,8,13,6,não,0,3,551,FULLHD,IPS,não,0,250,ultraportatil
dell,2020,8,12,12,sim,6,4,111,4K,OLED,não,0,500,jogos_intermediarios
dell,2022,6,11,8,sim,4,4,40,FULLHD,IPS,não,0,2000,jogos_entrada
samsung,2016,4,5,16,não,0,3,488,4K,AMOLED,não,0,500,premium
hp,2021,8,16,16,sim,6,4,83,QUADHD,VA,não,0,500,jogos_intermediarios
xiaomi,2023,12,16,8,não,0,2,447,QUADHD,AMOLED,não,0,250,premium
acer,2022,12,22,16,sim,8,4,146,4K,IPS,não,0,250,jogos_intermediarios
lenovo,2019,4,7,16,sim,6,4,63,QUADHD,OLED,não,0,500,jogos_premium
apple,2013,10,14,16,não,0,3,422,4K,AMOLED,não,0,2000,premium
huawei,2013,10,20,8,não,0,2,470,4K,OLED,não,1000,250,premium
razer,2016,10,11,16,sim,6,1,137,4K,OLED,não,0,2000,jogos_premium
dell,2010,12,24,8,não,0,2,487,FULLHD,AMOLED,sim,250,250,premium
hp,2017,8,15,16,sim,6,3,49,FULLHD,VA,não,0,2000,jogos_intermediarios
acer,2011,6,10,16,não,0,2,320,HD,TN,não,0,1000,entrada
razer,2010,8,16,8,não,0,2,533,4K,OLED,não,2000,250,premium
xiaomi,2011,6,11,8,não,0,3,559,FULLHD,OLED,não,500,250,premium
razer,2011,10,10,16,sim,6,2,54,QUADHD,AMOLED,não,1000,125,jogos_premium
huawei,2016,4,4,16,não,0,3,584,4K,AMOLED,não,0,2000,premium
lenovo,2021,4,7,16,sim,6,4,135,QUADHD,OLED,não,0,250,jogos_premium
asus,2016,8,10,8,não,0,2,441,FULLHD,OLED,não,0,250,premium
razer,2018,10,19,16,não,0,3,526,4K,AMOLED,não,0,250,premium
acer,2011,4,4,4,não,0,3,141,FULLHD,AMOLED,sim,1000,250,2em1
dell,2018,6,10,8,não,0,2,126,FULLHD,AMOLED,sim,0,1000,2em1
acer,2010,2,4,8,não,0,3,504,FULLHD,VA,não,0,1000,ultraportatil
samsung,2022,6,10,16,sim,12,4,194,QUADHD,OLED,não,0,250,jogos_premium
huawei,2021,10,20,8,não,0,3,498,4K,OLED,não,0,2000,premium
razer,2017,10,17,16,sim,6,1,143,QUADHD,OLED,não,0,2000,jogos_premium
samsung,2023,8,16,8,não,0,3,600,QUADHD,AMOLED,não,0,500,premium
positivo,2023,6,6,2,não,0,3,181,HD,IPS,não,500,2000,entrada
xiaomi,2011,8,11,8,não,0,3,526,FULLHD,AMOLED,não,0,2000,premium
huawei,2020,4,6,16,não,0,3,458,FULLHD,OLED,não,0,500,premium
dell,2019,6,12,12,sim,4,4,102,QUADHD,IPS,não,0,2000,jogos_intermediarios
apple,2019,12,15,16,não,0,2,545,QUADHD,OLED,não,0,250,premium
acer,2013,4,5,12,não,0,2,214,FULLHD,AMOLED,sim,1000,250,2em1
hp,2018,10,20,8,sim,4,2,41,FULLHD,OLED,não,0,500,jogos_entrada
razer,2015,6,7,8,não,0,3,428,4K,OLED,não,0,250,premium
xiaomi,2014,6,10,16,não,0,3,479,4K,AMOLED,não,1000,250,premium
dell,2017,8,15,16,sim,6,2,38,FULLHD,AMOLED,não,0,250,jogos_premium
lenovo,2016,8,15,16,não,0,3,571,4K,AMOLED,não,0,250,premium
hp,2011,4,6,12,sim,4,2,79,FULLHD,OLED,não,0,1000,jogos_entrada
dell,2017,10,19,6,não,0,3,546,FULLHD,TN,não,0,250,ultraportatil
positivo,2019,4,6,16,não,0,2,258,HD,TN,não,1000,0,entrada
lenovo,2021,8,9,32,não,0,2,530,FULLHD,IPS,sim,0,250,2em1
acer,2018,6,7,6,não,0,3,588,FULLHD,TN,não,0,2000,ultraportatil
razer,2010,10,17,16,não,0,3,511,4K,AMOLED,não,250,250,premium
positivo,2010,6,7,2,não,0,4,58,HD,TN,não,500,0,entrada
samsung,2022,10,19,6,não,0,2,115,HD,IPS,não,0,500,intermediario
acer,2022,6,7,16,sim,4,4,198,QUADHD,TN,não,0,250,jogos_intermediarios
samsung,2018,8,9,8,sim,4,2,111,FULLHD,OLED,não,0,500,jogos_entrada
asus,2011,4,5,12,não,0,4,188,HD,IPS,não,0,500,intermediario
apple,2012,4,5,16,não,0,3,519,FULLHD,OLED,não,500,250,premium
hp,2015,6,10,8,não,0,2,586,FULLHD,VA,não,0,500,ultraportatil
razer,2022,12,12,32,sim,12,4,41,FULLHD,AMOLED,não,0,2000,jogos_premium
dell,2010,10,13,8,não,0,2,494,FULLHD,AMOLED,sim,500,250,premium
hp,2016,6,6,4,não,0,2,594,FULLHD,TN,não,0,250,ultraportatil
xiaomi,2010,6,6,16,não,0,2,564,4K,AMOLED,não,2000,250,premium
asus,2017,4,7,16,não,0,4,186,HD,IPS,não,250,0,entrada
positivo,2011,6,12,8,não,0,3,147,HD,IPS,não,0,2000,entrada
positivo,2022,6,9,8,não,0,3,242,HD,TN,não,1000,1000,entrada
huawei,2015,12,21,16,não,0,2,471,QUADHD,OLED,não,0,250,premium
acer,2012,6,6,16,não,0,3,553,FULLHD,AMOLED,sim,1000,250,2em1
hp,2011,6,6,8,sim,2,3,100,FULLHD,VA,não,500,2000,jogos_entrada
hp,2019,6,10,12,sim,6,4,68,4K,IPS,não,0,1000,jogos_intermediarios
positivo,2019,4,7,2,não,0,4,57,HD,IPS,não,500,0,entrada
hp,2023,6,10,16,não,0,2,595,FULLHD,OLED,não,0,250,ultraportatil
asus,2010,12,23,16,não,0,3,488,QUADHD,AMOLED,não,500,250,premium
samsung,2018,8,13,12,não,0,3,107,HD,IPS,não,500,0,entrada
positivo,2020,12,19,64,não,0,1,94,HD,IPS,não,250,0,entrada
positivo,2011,6,10,4,não,0,2,87,HD,IPS,não,1000,0,entrada
samsung,2010,10,10,16,não,0,2,415,4K,AMOLED,não,250,250,premium
acer,2013,6,7,8,sim,2,2,110,FULLHD,IPS,não,250,2000,jogos_entrada
apple,2013,12,24,16,não,0,3,521,FULLHD,OLED,não,2000,250,premium
apple,2012,10,20,16,não,0,2,424,FULLHD,OLED,não,2000,250,premium
xiaomi,2023,8,14,16,não,0,3,402,QUADHD,AMOLED,não,0,250,premium
lenovo,2021,10,10,32,não,0,3,445,FULLHD,IPS,sim,0,1000,2em1
apple,2021,4,4,16,não,0,2,456,FULLHD,OLED,não,0,500,premium
samsung,2018,10,13,32,não,0,3,387,HD,IPS,não,2000,0,intermediario
acer,2017,12,16,8,não,0,3,440,QUADHD,OLED,não,0,500,premium
asus,2014,6,6,12,não,0,1,186,HD,IPS,não,0,500,entrada
hp,2023,12,23,8,sim,4,4,86,FULLHD,VA,não,0,250,jogos_entrada
razer,2017,10,13,8,não,0,2,437,4K,AMOLED,não,0,250,premium
positivo,2023,8,14,16,não,0,4,236,HD,TN,não,250,1000,entrada
apple,2013,8,14,16,não,0,2,557,QUADHD,OLED,não,500,250,premium
xiaomi,2013,12,12,16,não,0,3,409,FULLHD,AMOLED,não,1000,250,premium
samsung,2010,4,4,8,não,0,3,330,FULLHD,IPS,sim,2000,250,2em1
lenovo,2022,12,22,8,não,0,2,95,FULLHD,AMOLED,sim,0,250,2em1
lenovo,2022,10,15,8,sim,4,4,122,FULLHD,IPS,não,0,250,jogos_entrada
acer,2010,8,11,16,não,0,2,448,QUADHD,AMOLED,não,1000,250,premium
huawei,2011,12,14,8,não,0,2,474,QUADHD,AMOLED,não,2000,250,premium
hp,2021,4,7,16,sim,6,4,197,4K,TN,não,0,2000,jogos_intermediarios
acer,2011,2,3,4,não,0,2,191,HD,VA,não,2000,0,intermediario
huawei,2021,12,18,8,não,0,2,541,FULLHD,OLED,não,0,250,premium
dell,2018,6,7,16,sim,6,2,82,4K,AMOLED,não,0,500,jogos_premium
lenovo,2016,6,6,2,não,0,3,549,HD,IPS,não,1000,0,intermediario
dell,2018,10,14,12,sim,6,1,198,FULLHD,IPS,não,0,500,jogos_intermediarios
lenovo,2023,6,9,16,não,0,3,463,QUADHD,AMOLED,não,0,1000,premium
asus,2021,6,12,12,não,0,1,242,HD,OLED,não,500,0,intermediario
lenovo,2021,4,6,8,sim,4,4,142,FULLHD,IPS,não,0,1000,jogos_entrada
asus,2018,10,12,64,não,0,3,82,FULLHD,IPS,sim,0,1000,2em1
xiaomi,2020,4,6,16,não,0,2,533,FULLHD,AMOLED,não,0,1000,premium
hp,2015,4,5,16,não,0,2,556,FULLHD,TN,não,0,2000,ultraportatil
dell,2023,6,11,4,não,0,2,541,FULLHD,IPS,sim,0,1000,2em1
lenovo,2014,4,5,12,sim,6,1,130,QUADHD,IPS,não,2000,1000,jogos_intermediarios
lenovo,2010,12,19,16,não,0,2,544,QUADHD,OLED,não,2000,250,premium
positivo,2014,8,12,4,não,0,1,71,HD,TN,não,0,250,entrada
dell,2013,4,4,12,sim,4,2,176,FULLHD,OLED,não,2000,125,jogos_entrada
hp,2016,6,7,12,sim,2,3,151,FULLHD,IPS,não,0,250,jogos_entrada
lenovo,2017,4,7,64,não,0,1,169,HD,TN,não,1000,0,intermediario
apple,2016,12,18,16,não,0,3,403,FULLHD,OLED,não,0,250,premium
xiaomi,2011,4,4,8,não,0,2,587,4K,OLED,não,250,250,premium
samsung,2013,2,3,4,não,0,1,593,HD,IPS,não,250,0,entrada
hp,2018,10,17,12,sim,4,1,192,FULLHD,IPS,não,0,500,jogos_entrada
razer,2016,12,22,32,sim,6,2,98,FULLHD,OLED,não,0,1000,jogos_premium
lenovo,2014,8,13,16,sim,6,3,177,FULLHD,TN,não,250,125,jogos_intermediarios
huawei,2022,12,15,8,não,0,3,576,FULLHD,OLED,não,0,500,premium
asus,2023,10,12,12,não,0,3,600,FULLHD,IPS,não,0,2000,ultraportatil
dell,2020,6,10,12,sim,4,4,153,FULLHD,TN,não,0,2000,jogos_intermediarios
razer,2011,12,17,16,não,0,3,576,4K,OLED,não,2000,250,premium
samsung,2018,8,8,2,não,0,2,565,HD,IPS,não,500,0,intermediario
xiaomi,2019,8,8,16,não,0,3,527,QUADHD,AMOLED,não,0,1000,premium
samsung,2021,10,11,6,não,0,4,196,HD,OLED,não,2000,0,intermediario
hp,2020,6,10,8,sim,4,4,177,FULLHD,VA,não,0,2000,jogos_entrada
apple,2022,12,18,16,não,0,2,585,QUADHD,OLED,não,0,250,premium
razer,2017,6,10,16,sim,6,4,113,FULLHD,AMOLED,não,0,2000,jogos_premium
samsung,2022,8,15,32,sim,12,4,61,4K,OLED,não,0,2000,jogos_premium
huawei,2020,12,20,8,não,0,2,600,4K,OLED,não,0,2000,premium
apple,2022,8,16,16,não,0,2,495,QUADHD,AMOLED,não,0,2000,premium
razer,2022,8,11,8,não,0,3,465,FULLHD,AMOLED,não,0,2000,premium
xiaomi,2018,10,18,8,não,0,2,500,QUADHD,OLED,não,0,500,premium
positivo,2011,2,3,12,não,0,2,231,HD,TN,não,1000,0,entrada
positivo,2016,4,8,16,não,0,1,244,HD,IPS,não,250,0,entrada
samsung,2015,10,12,12,não,0,3,260,FULLHD,AMOLED,sim,0,1000,2em1
acer,2014,10,11,12,não,0,3,100,HD,IPS,não,0,250,entrada
huawei,2017,8,15,8,não,0,3,548,QUADHD,AMOLED,não,0,2000,premium
asus,2012,4,8,12,não,0,1,209,HD,VA,não,0,250,intermediario
samsung,2011,2,3,2,não,0,1,471,HD,IPS,não,500,0,intermediario
hp,2021,10,13,8,não,0,3,552,FULLHD,TN,não,0,2000,ultraportatil
xiaomi,2014,12,16,16,não,0,2,521,4K,OLED,não,2000,250,premium
dell,2015,10,13,6,não,0,4,390,HD,IPS,não,250,0,entrada
huawei,2020,4,5,8,não,0,3,517,4K,OLED,não,0,250,premium
lenovo,2013,10,14,16,sim,6,3,84,QUADHD,OLED,não,0,2000,jogos_premium
hp,2011,10,20,12,sim,6,2,90,QUADHD,TN,não,500,125,jogos_intermediarios
apple,2010,8,12,8,não,0,2,503,FULLHD,OLED,não,500,250,premium
xiaomi,2017,12,16,8,não,0,2,576,QUADHD,OLED,não,0,250,premium
dell,2022,12,16,32,sim,12,4,124,QUADHD,OLED,não,0,2000,jogos_premium
lenovo,2010,8,11,12,sim,4,3,141,QUADHD,VA,não,1000,2000,jogos_intermediarios
dell,2021,4,8,64,não,0,2,543,FULLHD,TN,não,0,500,ultraportatil
hp,2018,8,9,16,sim,6,3,163,FULLHD,VA,não,0,1000,jogos_intermediarios
huawei,2013,6,8,8,não,0,3,600,4K,AMOLED,não,500,250,premium
razer,2015,6,10,16,sim,6,1,70,QUADHD,OLED,não,0,250,jogos_premium
dell,2015,10,18,12,não,0,2,423,FULLHD,IPS,sim,0,1000,2em1
acer,2020,12,21,8,sim,4,4,105,FULLHD,TN,não,0,250,jogos_entrada
razer,2017,4,7,16,não,0,2,405,4K,OLED,não,0,500,premium
apple,2019,8,13,16,não,0,2,498,4K,AMOLED,não,0,1000,premium
lenovo,2020,8,12,16,sim,6,4,186,QUADHD,AMOLED,não,0,250,jogos_premium
razer,2013,8,11,8,não,0,2,488,4K,AMOLED,não,0,250,premium
asus,2013,8,10,8,não,0,2,409,QUADHD,IPS,sim,1000,250,premium
asus,2012,6,10,16,não,0,3,596,FULLHD,OLED,não,0,2000,ultraportatil
xiaomi,2014,6,6,8,não,0,3,517,QUADHD,AMOLED,não,1000,250,premium
dell,2018,10,13,16,não,0,3,415,HD,IPS,não,500,0,entrada
xiaomi,2014,8,13,8,não,0,3,421,4K,AMOLED,não,0,250,premium
razer,2019,12,23,8,não,0,3,552,QUADHD,AMOLED,não,0,500,premium
apple,2014,4,8,8,não,0,2,515,FULLHD,AMOLED,não,500,250,premium
razer,2014,6,8,16,não,0,2,461,QUADHD,OLED,não,1000,250,premium
xiaomi,2012,12,22,16,não,0,3,509,4K,AMOLED,não,0,500,premium
lenovo,2018,10,15,12,sim,4,1,70,QUADHD,IPS,não,0,250,jogos_intermediarios
hp,2018,8,8,12,sim,4,2,153,FULLHD,OLED,não,0,1000,jogos_entrada
apple,2017,6,12,16,não,0,2,557,4K,OLED,não,0,250,premium
huawei,2014,4,4,8,não,0,3,491,QUADHD,OLED,não,1000,250,premium
acer,2021,10,18,4,não,0,4,463,HD,OLED,não,1000,0,intermediario
apple,2012,12,24,8,não,0,2,586,QUADHD,AMOLED,não,2000,250,premium
apple,2014,12,20,16,não,0,3,592,QUADHD,OLED,não,2000,250,premium
samsung,2020,4,5,16,não,0,3,315,FULLHD,AMOLED,sim,0,500,2em1
apple,2021,8,10,8,não,0,2,450,FULLHD,AMOLED,não,0,2000,premium
razer,2012,10,12,16,não,0,2,516,FULLHD,AMOLED,não,1000,250,premium
hp,2019,10,17,32,não,0,3,551,FULLHD,OLED,não,0,500,ultraportatil
asus,2021,4,4,2,não,0,2,512,FULLHD,OLED,não,0,500,ultraportatil
asus,2021,10,17,8,não,0,2,574,QUADHD,OLED,não,0,1000,premium
apple,2020,6,12,16,não,0,2,550,FULLHD,AMOLED,não,0,500,premium
lenovo,2020,10,13,64,não,0,3,509,FULLHD,VA,não,0,1000,ultraportatil
razer,2018,10,15,16,não,0,3,567,QUADHD,OLED,não,0,250,premium
samsung,2018,4,5,16,sim,6,2,168,QUADHD,TN,não,0,250,jogos_intermediarios
acer,2018,6,6,16,não,0,3,593,4K,AMOLED,não,0,250,premium
asus,2011,6,10,6,não,0,3,395,FULLHD,AMOLED,sim,0,500,2em1
hp,2019,10,10,8,sim,2,4,111,FULLHD,IPS,não,0,250,jogos_entrada
lenovo,2012,6,8,16,não,0,4,186,HD,VA,não,500,0,intermediario
positivo,2021,8,12,64,não,0,2,258,HD,TN,não,500,0,entrada
acer,2019,6,8,8,não,0,2,580,QUADHD,AMOLED,não,0,250,premium
huawei,2018,12,13,8,não,0,2,419,FULLHD,AMOLED,não,0,2000,premium
lenovo,2013,4,8,2,não,0,3,549,FULLHD,VA,não,2000,2000,ultraportatil
xiaomi,2012,6,12,16,não,0,3,469,4K,AMOLED,não,2000,250,premium
hp,2017,6,6,12,sim,4,2,157,FULLHD,VA,não,0,2000,jogos_entrada
hp,2020,4,8,8,sim,4,4,178,FULLHD,VA,não,0,500,jogos_entrada
hp,2010,6,11,2,não,0,2,532,FULLHD,OLED,não,2000,125,ultraportatil
hp,2022,8,16,12,sim,6,4,109,4K,OLED,não,0,500,jogos_intermediarios
lenovo,2012,4,6,12,não,0,2,551,FULLHD,IPS,não,250,1000,ultraportatil
razer,2020,6,11,32,sim,6,4,135,4K,AMOLED,não,0,500,jogos_premium
samsung,2023,12,16,16,não,0,2,417,QUADHD,OLED,não,0,250,premium
samsung,2020,10,12,16,não,0,2,538,4K,IPS,sim,0,500,premium
razer,2012,4,7,32,sim,6,1,155,QUADHD,OLED,não,0,1000,jogos_premium
razer,2018,12,14,16,não,0,3,406,FULLHD,AMOLED,não,0,2000,premium
positivo,2010,4,4,4,não,0,2,263,HD,IPS,não,250,0,entrada
asus,2011,6,10,6,não,0,3,249,HD,TN,não,2000,0,entrada
asus,2010,4,8,4,não,0,2,435,FULLHD,AMOLED,sim,500,250,2em1
huawei,2019,4,6,8,não,0,3,595,QUADHD,OLED,não,0,500,premium
samsung,2018,6,11,16,sim,6,3,110,QUADHD,OLED,não,0,250,jogos_premium
razer,2021,6,6,8,não,0,2,428,FULLHD,OLED,não,0,500,premium
acer,2014,12,15,16,sim,6,2,162,QUADHD,IPS,não,0,250,jogos_intermediarios
apple,2012,8,15,16,não,0,2,586,4K,AMOLED,não,1000,250,premium
hp,2015,4,6,8,sim,4,1,101,FULLHD,OLED,não,0,1000,jogos_entrada
razer,2010,12,17,32,sim,6,1,132,4K,OLED,não,500,500,jogos_premium
acer,2017,6,7,4,não,0,4,217,HD,TN,não,500,0,entrada
huawei,2011,8,11,8,não,0,3,445,FULLHD,OLED,não,250,250,premium
dell,2015,4,8,32,sim,6,2,180,QUADHD,OLED,não,0,1000,jogos_premium
xiaomi,2012,4,8,16,não,0,2,597,QUADHD,OLED,não,250,250,premium
xiaomi,2016,12,13,16,não,0,2,598,4K,OLED,não,0,2000,premium
samsung,2020,12,23,32,não,0,2,185,HD,IPS,não,250,0,entrada
lenovo,2023,10,18,8,sim,2,4,181,FULLHD,IPS,não,0,1000,jogos_entrada
apple,2020,12,21,16,não,0,2,569,4K,AMOLED,não,0,500,premium
huawei,2021,6,8,8,não,0,3,522,4K,OLED,não,0,500,premium
huawei,2019,4,7,8,não,0,2,461,4K,OLED,não,0,500,premium
dell,2019,6,11,16,sim,6,4,131,QUADHD,AMOLED,não,0,1000,jogos_premium
acer,2021,6,12,8,sim,4,4,32,FULLHD,VA,não,0,250,jogos_entrada
apple,2018,10,13,8,não,0,3,558,QUADHD,OLED,não,0,250,premium
razer,2013,4,4,8,não,0,2,464,4K,OLED,não,500,250,premium
positivo,2016,8,15,2,não,0,4,54,HD,TN,não,500,0,entrada
samsung,2018,10,19,16,não,0,2,528,FULLHD,OLED,não,0,500,ultraportatil
asus,2023,8,16,8,não,0,2,162,FULLHD,AMOLED,sim,0,500,2em1
acer,2023,8,8,16,não,0,2,524,FULLHD,TN,não,0,250,ultraportatil
acer,2012,6,9,16,sim,6,3,89,QUADHD,OLED,não,1000,1000,jogos_premium
xiaomi,2011,12,24,8,não,0,2,513,FULLHD,AMOLED,não,250,250,premium
apple,2010,10,10,8,não,0,2,452,4K,OLED,não,2000,250,premium
hp,2018,12,20,12,sim,4,3,163,QUADHD,TN,não,0,500,jogos_intermediarios
dell,2016,4,5,4,não,0,3,484,FULLHD,AMOLED,sim,0,250,2em1
samsung,2010,6,9,6,não,0,2,365,HD,TN,não,1000,0,entrada
razer,2012,8,12,16,sim,6,3,162,4K,AMOLED,não,2000,250,jogos_premium
samsung,2013,6,9,16,não,0,2,525,FULLHD,VA,não,1000,2000,ultraportatil
acer,2017,10,10,16,sim,6,3,152,4K,OLED,não,0,500,jogos_premium
samsung,2022,6,10,64,não,0,4,539,HD,VA,não,0,500,intermediario
razer,2022,12,24,16,não,0,2,496,4K,OLED,não,0,500,premium
apple,2023,4,8,16,não,0,2,583,4K,AMOLED,não,0,2000,premium
positivo,2016,10,19,6,não,0,3,249,HD,TN,não,0,250,entrada
samsung,2018,6,11,16,não,0,2,322,HD,IPS,não,0,2000,entrada
hp,2014,4,4,12,não,0,2,524,FULLHD,TN,não,250,500,ultraportatil
samsung,2019,10,17,12,não,0,1,205,HD,IPS,não,0,250,entrada
razer,2017,12,16,16,sim,6,4,169,4K,OLED,não,0,250,jogos_premium
acer,2017,6,10,12,sim,2,3,107,FULLHD,OLED,não,0,500,jogos_entrada
xiaomi,2018,8,16,8,não,0,3,404,FULLHD,AMOLED,não,0,2000,premium
positivo,2017,10,13,2,não,0,2,113,HD,TN,não,500,0,entrada
positivo,2010,6,9,12,não,0,2,62,HD,IPS,não,250,0,entrada
positivo,2011,4,8,4,não,0,2,270,HD,IPS,não,1000,0,entrada
dell,2011,6,11,16,não,0,2,504,FULLHD,VA,não,2000,250,ultraportatil
razer,2019,10,20,16,não,0,3,510,FULLHD,OLED,não,0,250,premium
hp,2014,4,8,8,não,0,3,572,FULLHD,IPS,não,1000,125,ultraportatil
lenovo,2011,12,20,16,sim,6,3,46,4K,AMOLED,não,250,250,jogos_premium
razer,2010,10,17,16,não,0,2,471,QUADHD,AMOLED,não,0,250,premium
samsung,2018,6,10,32,sim,6,4,41,QUADHD,AMOLED,não,0,250,jogos_premium
lenovo,2015,8,13,12,não,0,2,599,FULLHD,TN,não,0,250,ultraportatil
dell,2016,12,16,12,sim,4,2,56,QUADHD,VA,não,0,500,jogos_intermediarios
xiaomi,2011,8,10,8,não,0,2,577,FULLHD,OLED,não,1000,250,premium
dell,2018,10,16,16,sim,6,4,103,QUADHD,OLED,não,0,1000,jogos_premium
huawei,2014,10,11,8,não,0,2,592,4K,AMOLED,não,500,250,premium
asus,2012,4,4,8,não,0,3,302,FULLHD,IPS,sim,250,250,2em1
acer,2021,6,12,32,não,0,4,536,HD,VA,não,500,0,intermediario
razer,2011,10,19,16,sim,6,3,62,FULLHD,AMOLED,não,2000,2000,jogos_premium
razer,2010,12,18,16,não,0,3,489,4K,AMOLED,não,2000,250,premium
asus,2017,4,4,12,não,0,2,126,HD,VA,não,0,2000,intermediario
samsung,2012,6,9,12,não,0,3,550,FULLHD,OLED,não,250,125,ultraportatil
apple,2014,8,8,16,não,0,3,508,FULLHD,AMOLED,não,2000,250,premium
dell,2019,4,6,8,não,0,3,527,4K,AMOLED,não,0,250,premium
razer,2023,10,20,32,sim,12,4,169,QUADHD,AMOLED,não,0,250,jogos_premium
apple,2019,6,10,8,não,0,2,556,QUADHD,AMOLED,não,0,500,premium
positivo,2015,8,11,16,não,0,4,265,HD,TN,não,1000,0,entrada
lenovo,2014,10,17,6,não,0,2,515,FULLHD,OLED,não,250,500,ultraportatil
positivo,2011,6,12,8,não,0,4,222,HD,IPS,não,0,500,entrada
samsung,2017,8,14,16,não,0,2,408,QUADHD,IPS,sim,0,250,premium
positivo,2011,6,9,12,não,0,2,286,HD,TN,não,0,500,entrada
